p_wave_duration,pr_interval,pr_segment,qrs_duration,qt_interval,st_segment,st_interval,t_wave_duration,tp_segment,rr_interval,mean_nni,sdnn,sdsd,nni_50,pnni_50,nni_20,pnni_20,rmssd,median_nni,range_nni,cvsd,cvnni,mean_hr,max_hr,min_hr,std_hr,lf,hf,lf_hf_ratio,lfnu,hfnu,total_power,vlf
751.7802197802198,798.3296703296703,46.54945054945055,90.50549450549451,311.97802197802196,109.6923076923077,221.47252747252747,111.78021978021978,1110.3076923076924,658.1777777777778,658.1777777777778,69.1980674176099,23.93820686181656,3.0,3.3707865168539324,18.0,20.224719101123597,24.039293676176058,619.0,260.0,0.0365240129457736,0.10513583070404638,92.07315337118509,101.35135135135135,70.4225352112676,8.763411266276902,750.5024628719873,213.64482227153465,3.512851165277137,77.84105960120692,22.158940398793085,3466.973783920395,2502.8264987768725
